Date,Title,Price,Shipping,Condition,Link,Location,Seller,Feedback,FBScore
2020-03-07 12:31:00,Nintendo Switch 32GB Grey Console with Neon Red and Neon Blue Joy-Con ,255.0,10.78,Open Box,https://www.ebay.com/itm/Nintendo-Switch-32GB-Grey-Console-with-Neon-Red-and-Neon-Blue-Joy-Con/352995034565?hash=item523024c5c5:g:jIoAAOSwqIJeYz8Y,"['Santa Cruz', 'California', 'United States']", ntlf-21,0.0,100.0
2020-03-07 09:28:00,Nintendo Switch 32GB Gaming Console W/ Neon Blue/Red Joy-Cons COMPLETE IN BOX ,249.95,0.0,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-32GB-Gaming-Console-W-Neon-Blue-Red-Joy-Cons-COMPLETE-IN-BOX-/174213196424?_trksid=p2349526.m4383.l10137.c10&nordt=true&rt=nc&orig_cvip=true,"['Kingman', 'Arizona', 'United States']", fortheloveofthegame,2867.0,100.0
2020-03-07 07:56:00,Nintendo Switch 32GB Console Used,250.0,23.15,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-32GB-Console-Used/402129601433?hash=item5da0cac399:g:IcIAAOSwnSBeWok3,"['Boone', 'North Carolina', 'United States']", gurleyep,7.0,100.0
2020-03-07 04:50:00,Nintendo Switch Console 32GB HAC-001 - UNPATCHED / HACKABLE - Tablet Only,219.99,0.0,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-Console-32GB-HAC-001-UNPATCHED-HACKABLE-Tablet-Only/254530015709?hash=item3b432bd1dd:g:DwsAAOSwKKpeXmQK,"['Havelock', 'North Carolina', 'United States']", lynnjjenn,1169.0,99.5
2020-03-07 01:26:00,Nintendo Switch Console Only XAW7001344,199.99,0.0,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-Console-Only-XAW7001344-/164100060290?_trksid=p2349526.m4383.l10137.c10&nordt=true&rt=nc&orig_cvip=true,"['Heber City', 'Utah', 'United States']", tech1shop,2054.0,99.4
2020-03-06 22:00:00,Nintendo HAC-001 Switch Portable Video Game Console w/Neon Blue Red Joy-Con 2706,249.99,0.0,Pre-Owned,https://www.ebay.com/itm/Nintendo-HAC-001-Switch-Portable-Video-Game-Console-w-Neon-Blue-Red-Joy-Con-2706/372941241404?hash=item56d507bc3c:g:ba4AAOSwSw5eOaqq,"['Minneapolis', 'Minnesota', 'United States']", epawnamerica,169664.0,99.9
2020-03-06 21:37:00,Nintendo Switch Console UNPATCHED HACKABLE Low Serial # XAW1002184 Tablet Only,224.95,0.0,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-Console-UNPATCHED-HACKABLE-Low-Serial-XAW1002184-Tablet-Only/313020851586?hash=item48e17f2582:g:b~4AAOSwOh1eYy2u,"[""Land O' Lakes"", 'Florida', 'United States']", games_cards_more,137.0,100.0
2020-03-06 20:10:00,Animal Crossing New Horizon Nintendo Switch Console - Limited Edition Preorder,450.0,0.0,Brand New,https://www.ebay.com/itm/Animal-Crossing-New-Horizon-Nintendo-Switch-Console-Limited-Edition-Preorder/114142020642?hash=item1a93650422:g:MQAAAOSwXYxeYvkE,"['Conyers', 'Georgia', 'United States']", jharelly,88.0,100.0
2020-03-06 19:42:00,Nintendo Switch,220.0,10.89,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch/164113848680?hash=item2635f29968:g:2RwAAOSwq9ZeYxVl,"['Cleveland', 'Ohio', 'United States']", mturne891,71.0,100.0
2020-03-06 18:42:00,Animal Crossing New Horizon Special Edition Nintendo Switch Console PREORDER,420.0,14.25,Brand New,https://www.ebay.com/itm/Animal-Crossing-New-Horizon-Special-Edition-Nintendo-Switch-Console-PREORDER/283804486937?epid=0&amp;hash=item421410cd19:g:T1gAAOSwZhpeX-ZA,"['Houston', 'Texas', 'United States']", hybridemblem,425.0,100.0
2020-03-06 18:20:00,Nintendo Switch Console Neon Blue and Neon Red Joy‑Con.,245.5,26.7,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-Console-Neon-Blue-and-Neon-Red-Joy-Con-/223935713159?_trksid=p2349526.m4383.l10137.c10&nordt=true&rt=nc&orig_cvip=true,"['Leesburg', 'Virginia', 'United States']", scosta22,300.0,100.0
2020-03-06 15:30:00,Nintendo Switch Console Only (READ DESCRIPTION),160.0,0.0,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-Console-Only-READ-DESCRIPTION/223937915004?hash=item3423bd687c:g:c-oAAOSwO2BeYhGF,"['Bloomingdale', 'Illinois', 'United States']", tbetancourt451,106.0,100.0
2020-03-06 09:12:00,Nintendo Switch Tablet only Broken for PARTS ONLY,152.5,15.0,Parts Only,https://www.ebay.com/itm/Nintendo-Switch-Tablet-only-Broken-for-PARTS-ONLY/223930812317?hash=item342351079d:g:h08AAOSw4wVeWUk9,"['Fort Worth', 'Texas', 'United States']", grizzlyhills,122.0,100.0
